numCharts,id,track,artist_id,artist,album_id,album,release_date,link,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,genre,image,song_url,artist_url
41,2dIBMHByUGcNPzmYBJ6OAj,Evaluasi,51kyrUsAVqUBcoDEMFkX12,Hindia,1DAuVHMlBvIjzWZALSUXbn,Menari Dengan Bayangan,2019-11-29,https://api.spotify.com/v1/tracks/2dIBMHByUGcNPzmYBJ6OAj,0.609,0.966,7,-4.469,1,0.0571,0.00194,2.83e-6,0.304,0.505,102.014,audio_features,spotify:track:2dIBMHByUGcNPzmYBJ6OAj,https://api.spotify.com/v1/tracks/2dIBMHByUGcNPzmYBJ6OAj,https://api.spotify.com/v1/audio-analysis/2dIBMHByUGcNPzmYBJ6OAj,194469,4,other,https://i.scdn.co/image/ab6761610000e5eb324cea967a456ee680bf6b92,https://open.spotify.com/track/2dIBMHByUGcNPzmYBJ6OAj,https://open.spotify.com/artist/51kyrUsAVqUBcoDEMFkX12
42,4W4fNrZYkobj539TOWsLO2,Die For You (with Ariana Grande) - Remix,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,35dut3ICqF3NEDkjxfzJJ1,Starboy (Deluxe),2023-03-14,https://api.spotify.com/v1/tracks/4W4fNrZYkobj539TOWsLO2,0.575,0.5,1,-7.594,0,0.0707,0.227,0,0.335,0.506,67.033,audio_features,spotify:track:4W4fNrZYkobj539TOWsLO2,https://api.spotify.com/v1/tracks/4W4fNrZYkobj539TOWsLO2,https://api.spotify.com/v1/audio-analysis/4W4fNrZYkobj539TOWsLO2,232857,4,pop,https://i.scdn.co/image/ab6761610000e5eb01b9b4ec2a05d0805428acfa,https://open.spotify.com/track/4W4fNrZYkobj539TOWsLO2,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ
43,3W4U7TEgILGpq0EmquurtH,Old Love,5kjFzBMHeoAx9xksFSwfUW,yuji,6mKwqGY2IS3qSs3mgs30A5,Old Love,2022-08-19,https://api.spotify.com/v1/tracks/3W4U7TEgILGpq0EmquurtH,0.478,0.367,11,-10.513,1,0.0283,0.716,0,0.124,0.359,141.95,audio_features,spotify:track:3W4U7TEgILGpq0EmquurtH,https://api.spotify.com/v1/tracks/3W4U7TEgILGpq0EmquurtH,https://api.spotify.com/v1/audio-analysis/3W4U7TEgILGpq0EmquurtH,249382,3,other,https://i.scdn.co/image/ab6761610000e5eb086a60c6412e14d3e3bb56c8,https://open.spotify.com/track/3W4U7TEgILGpq0EmquurtH,https://open.spotify.com/artist/5kjFzBMHeoAx9xksFSwfUW
44,6T7MAQCekVb3UnCykjX3BP,Disenchanted,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,0FZK97MXMm5mUQ8mtudjuK,The Black Parade,2006-10-23,https://api.spotify.com/v1/tracks/6T7MAQCekVb3UnCykjX3BP,0.343,0.692,2,-3.926,1,0.0355,0.00218,0,0.112,0.153,174.07,audio_features,spotify:track:6T7MAQCekVb3UnCykjX3BP,https://api.spotify.com/v1/tracks/6T7MAQCekVb3UnCykjX3BP,https://api.spotify.com/v1/audio-analysis/6T7MAQCekVb3UnCykjX3BP,295000,4,pop,https://i.scdn.co/image/ab6761610000e5eb9c00ad0308287b38b8fdabc2,https://open.spotify.com/track/6T7MAQCekVb3UnCykjX3BP,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb
45,6fX8WwxAQ6rCPIC7lMgztu,Kisah Sempurna,3wOsYKZM0zcKNasi3I7fP4,Mahalini,6iBh7T1cUR8MPrtly5xugU,fábula,2023-01-23,https://api.spotify.com/v1/tracks/6fX8WwxAQ6rCPIC7lMgztu,0.537,0.486,11,-8.521,1,0.0336,0.51,1.65e-5,0.0817,0.0861,122.099,audio_features,spotify:track:6fX8WwxAQ6rCPIC7lMgztu,https://api.spotify.com/v1/tracks/6fX8WwxAQ6rCPIC7lMgztu,https://api.spotify.com/v1/audio-analysis/6fX8WwxAQ6rCPIC7lMgztu,276019,4,pop,https://i.scdn.co/image/ab6761610000e5ebb8333468abeb2e461d1ab5ea,https://open.spotify.com/track/6fX8WwxAQ6rCPIC7lMgztu,https://open.spotify.com/artist/3wOsYKZM0zcKNasi3I7fP4
46,0zYSfIjxemTi6jvUxGrDHl,Bohongi Hati,3wOsYKZM0zcKNasi3I7fP4,Mahalini,6iBh7T1cUR8MPrtly5xugU,fábula,2023-01-23,https://api.spotify.com/v1/tracks/0zYSfIjxemTi6jvUxGrDHl,0.443,0.462,3,-6.58,1,0.0315,0.648,0,0.315,0.246,130.774,audio_features,spotify:track:0zYSfIjxemTi6jvUxGrDHl,https://api.spotify.com/v1/tracks/0zYSfIjxemTi6jvUxGrDHl,https://api.spotify.com/v1/audio-analysis/0zYSfIjxemTi6jvUxGrDHl,262754,4,pop,https://i.scdn.co/image/ab6761610000e5ebb8333468abeb2e461d1ab5ea,https://open.spotify.com/track/0zYSfIjxemTi6jvUxGrDHl,https://open.spotify.com/artist/3wOsYKZM0zcKNasi3I7fP4
47,0bYVPJvXr8ACmw313cVvhB,Tally,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,7jaSNQUBJbvfbZHLNFrV7P,BORN PINK,2022-09-16,https://api.spotify.com/v1/tracks/0bYVPJvXr8ACmw313cVvhB,0.688,0.637,2,-4.85,1,0.031,0.00777,0,0.13,0.427,129.902,audio_features,spotify:track:0bYVPJvXr8ACmw313cVvhB,https://api.spotify.com/v1/tracks/0bYVPJvXr8ACmw313cVvhB,https://api.spotify.com/v1/audio-analysis/0bYVPJvXr8ACmw313cVvhB,184248,4,pop,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c,https://open.spotify.com/track/0bYVPJvXr8ACmw313cVvhB,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF
48,1ixNEKbIZTTZ5LIz3rr9jD,Cintamu Sepahit Topi Miring,0Pk4JEXgC64RBmovnQDZ27,Jogja Hip Hop Foundation,7nC7NZkREbTAIWuknYkWlP,Semar Mesem Romo Mendem,2013-10-06,https://api.spotify.com/v1/tracks/1ixNEKbIZTTZ5LIz3rr9jD,0.741,0.801,11,-4.84,1,0.275,0.147,2.73e-5,0.0821,0.561,193.911,audio_features,spotify:track:1ixNEKbIZTTZ5LIz3rr9jD,https://api.spotify.com/v1/tracks/1ixNEKbIZTTZ5LIz3rr9jD,https://api.spotify.com/v1/audio-analysis/1ixNEKbIZTTZ5LIz3rr9jD,294053,4,hip-hop,https://i.scdn.co/image/ab67616d0000b273de748fd3eed32d64ee85fce8,https://open.spotify.com/track/1ixNEKbIZTTZ5LIz3rr9jD,https://open.spotify.com/artist/0Pk4JEXgC64RBmovnQDZ27
49,0OHr74BS1CEwyZsyY9kml2,Tak Ingin Usai,4EiSzlOeMnJcp2U8ayCQ3a,Keisya Levronka,19iIS7jphCzsXZbTqgZiRG,Levronka,2023-05-11,https://api.spotify.com/v1/tracks/0OHr74BS1CEwyZsyY9kml2,0.49,0.398,0,-7.712,1,0.0266,0.815,1.87e-4,0.114,0.136,129.772,audio_features,spotify:track:0OHr74BS1CEwyZsyY9kml2,https://api.spotify.com/v1/tracks/0OHr74BS1CEwyZsyY9kml2,https://api.spotify.com/v1/audio-analysis/0OHr74BS1CEwyZsyY9kml2,278500,3,pop,https://i.scdn.co/image/ab6761610000e5eb564e80739956f888f879a5cb,https://open.spotify.com/track/0OHr74BS1CEwyZsyY9kml2,https://open.spotify.com/artist/4EiSzlOeMnJcp2U8ayCQ3a
50,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,2008-05-26,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-6,0.109,0.417,138.015,audio_features,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4,pop,https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU
